id_venda,data,cliente,categoria,canal,uf,quantidade,preco_unit,desconto_pct,valor_total
345,2024-07-26,CLI-0204,Hortifruti,Site,SP,2,8.60,1.99,16.86
346,2024-08-12,CLI-0048,Mercearia,Site,RJ,2,,1.39,24.22
347,2024-06-03,CLI-0175,Bebidas,Loja,null,2,156.47,0.00,312.94
348,2024-10-09,CLI-0216,Mercearia,App,RS,8,80.15,,564.00
349,01/04/2024,CLI-0213,Padaria,Loja,MG,2,3.67,,7.10
350,2024-01-21,CLI-0158,Mercearia,Loja,SP,4,135.77,5.00,515.93
351,2024-09-07,CLI-0165,Limpeza,,SP,8,,11.33,45.82
352,2024-06-29,CLI-0077,Limpeza,NULL,SP,4,,5.97,32.08
353,2024-01-10,CLI-0048,Bebidas,Site,MG,2,3.83,0.09,7.65
354,2024-01-16,CLI-0228,Hortifruti,App,RS,1,,1.63,62.78
355,2024-07-10,CLI-0052,Higiene,,GO,2,88.34,1.92,173.29
356,2024-12-19,CLI-0156,Mercearia,Televendas,,1,84.90,1.48,83.64
357,2024-11-07,CLI-0246,Bebidas,,PE,1,143.06,0.00,143.06
358,2024-01-27,CLI-0096,hortifruti,Loja,PR,8,25.76,11.07,183.27
359,2024-05-15,CLI-0056,Bebidas,Site,N/A,3,38.63,2.25,113.28
360,2024-08-24,CLI-0230,Limpeza,App,SC,1,15.99,0.00,15.99
361,2024-03-30,CLI-0102,Limpeza,-,n/a,2,21.48,1.10,42.49
362,2024-04-26,CLI-0134,Hortifruti,,--,4,2.04,,7.73
363,2024-08-11,CLI-0211,Bebidas,Loja,MA,2,101.70,1.36,200.63
364,2024-06-14,CLI-0102,Hortifruti ,Televendas,rj,2,N/A,1.36,39.12
365,2024-07-12,CLI-0028,Limpeza,Loja,CE,1,14.61,0.00,14.61
366,2024-03-13,CLI-0247,Bebidas,Loja,ES,1,131.81,0.80,130.76
367,2024-12-13,CLI-0101,Mercearia,Loja,CE,1,18.27,1.15,18.06
368,2024-01-15,CLI-0161,Bebidas,Site,,3,7.98,3.26,23.16
369,2024-08-19,CLI-0014,Mercearia,Televendas,SP,2,4.13,3.15,8.00
370,2024-11-12,CLI-0018,  Limpeza ,Televendas,GO,4,5.43,5.45,20.54
371,2024-12-31,CLI-0144,Bebidas,Site,GO,2,86.73,1.18,171.41
372,2024-06-15,CLI-0091,Padaria,Loja,MA,1,46.65,,46.65
373,2024-05-04,CLI-0125,Hortifruti,Loja,,1,32.97,0.12,32.93
374,2024-03-16,CLI-0027,Mercearia,Loja,SP,1,3.02,0.83,2.99
375,23/10/2024,  CLI-0136 ,Padaria,Loja,--,4,53.12,4.03,203.92
376,2024-02-14,CLI-0150,Limpeza,Site,NULL,3,16.55,2.37,48.47
377,2024-01-22,CLI-0019,Frios,App,MG,4,,6.30,32.65
378,2024-03-25,CLI-0189,Mercearia,null ,BA,2,122.36,0.84,242.66
379,2024-04-04,CLI-0152,Padaria,App,,2,21.42,1.01,42.41
380,2024-05-16,CLI-0180,Limpeza,App,SP,2,25.16,1.09,49.77
381,2024-01-10,CLI-0018,Hortifruti,App,PE,1,,0.00,2.54
382,2024-12-07,CLI-0045,Higiene,--,,1,,0.00,115.08
383,2024-05-23,CLI-0237,  Limpeza ,,SP,1,58.93,NULL,58.93
384,2024-01-10,CLI-0154,Higiene,Loja,GO,3,3.50,4.86,9.99
385,2024-10-29,CLI-0108,Padaria,NULL,GO,1,,0.82,7.01
386,2024-02-06,CLI-0136,Padaria,Loja,SP,3,1.90,4.31,5.45
387,2024-05-21,CLI-0103,Bebidas,Televendas,?,4,74.21,3.48,286.51
388,2024-07-17,CLI-0167,Padaria,App,SC,2,N/A,2.85,2.97
389,2024-09-25,CLI-0055,Higiene,App,MG,2,3.56,,6.88
390,2024-03-06,CLI-0172,Limpeza,,PR,3,,1.82,28.13
391,2024-04-20,CLI-0023,Higiene,Site,MG,2,367.00,2.70,7.14
392,2024-07-13,CLI-0038,Padaria,Site,PA,2,,2.22,6.32
393,2024-07-02,CLI-0137,Limpeza,NULL,PR,1,7.68,,7.66
394,2024-07-17,CLI-0086,Limpeza,Loja,SP,1,143.52,1.62,141.19
395,2024-12-13,CLI-0123,Padaria,Site,RJ,3,3.46,4.35,9.93
396,2024-05-06,CLI-0126,Mercearia,Loja,MG,3,,2.90,164.00
397,2024-07-02,CLI-0086,Bebidas,Site,,1,,0.00,37.86
398,2024-01-21,CLI-0093,Limpeza,,SP,3,null,1.57,71.43
399,2024-11-26,CLI-0222,Limpeza,  App ,CE,2,,2.09,261.28
400,2024-03-22,CLI-0179,Higiene,Site,MG,4,5.10,3.33,19.72
401,2024-05-03,CLI-0047,hortifruti,Loja,N/A,1,6.28,0.00,6.28
402,2024-01-04,CLI-0147,Hortifruti ,App,,1,,1.71,48.34
403,2024-11-23,CLI-0199,Mercearia,Loja,,1,45.08,0.00,45.08
404,2024-07-09,CLI-0085,Hortifruti,,RJ,4,4.04,5.25,15.31
405,2024-07-03,cli-0024,Bebidas,,PR,6,11.98,,65.81
406,2024-11-09,CLI-0172,Mercearia,Televendas,NULL,1,29.50,0.61,29.32
407,2024-01-28,CLI-0169,Bebidas,,,1,NULL,,145.20
408,2024-05-20,CLI-0134,Bebidas,  Loja ,SP,1,,1.42,40.54
409,2024-10-27,CLI-0128,Mercearia,Loja,RS,2,116.97,sem informacao,228.79
410,2024-11-26,CLI-0009,Padaria,App,CE,2,20.87,1.83,40.98
411,2024-11-17,CLI-0043,Mercearia,Site,MG,3,4.19,3.28,12.16
412,2024-04-13,cli-0091,Mercearia,App,PA,1,,1.04,71.60
413,2024-09-30,CLI-0091,Limpeza,App,SP,2,143.74,,280.90
414,2024-09-09,CLI-0030,Limpeza,Loja,SP,1,97.21,0.00,97.21
415,2024-09-12,CLI-0052,Bebidas,App,sem informacao,3,,1.98,519.49
416,2024-01-16,CLI-0228,Padaria,,CE,1,39.38,,39.38
417,2024-04-22,CLI-0125,Limpeza,Site,N/A,2,12.31,2.55,23.99
418,2024-02-20,CLI-0010,Mercearia,Loja,BA,1,3.01,0.00,3.01
419,2024-02-29,CLI-0178,Padaria,,MG ,5,63.96,5.87,301.03
420,2024-12-17,CLI-0071,Padaria,Site,PA,2,,,22.57
421,2024-07-20,CLI-0179,Hortifruti,App,PA,1,1.91,0.44,1.90
422,2024-07-25,CLI-0120,Frios,Loja,RS,3,6.62,2.25,19.41
423,2024-03-29,CLI-0185,Mercearia,sem informacao,BA,1,78.51,1.38,77.43
424,2024-09-23,CLI-0065,Mercearia,?,SP,1,3.04,0.00,3.04
425,2024-07-19,CLI-0120,Mercearia,,PR,6,75.95,8.22,418.24
426,2024-12-09,CLI-0098,Bebidas,Site,PE,6,,8.11,175.82
427,2024-07-09,CLI-0096,Bebidas,App,SP,1,N/A,1.51,12.32
428,03/02/2024,CLI-0125,Limpeza,Site,PE,3,22.24,4.72,63.57
429,2024-08-18,CLI-0043,Mercearia,App ,RJ,1,210.90,0.29,210.29
430,16/04/2024,CLI-0073,Frios,Loja,MA,1,9.05,0.00,9.05
431,2024-02-29,CLI-0034,Limpeza,App,SP,1,4.10,1.12,4.05
432,2024-03-14,CLI-0082,Hortifruti,Loja,RJ,2,19.21,2.86,37.32
433,2024-04-10,CLI-0009,Mercearia,Site,PA,4,NULL,4.11,217.98
434,04/02/2024,CLI-0218,  Hortifruti ,,BA,1,,0.54,40.73
435,2024-12-21,CLI-0172,Mercearia,,,1,,0.00,13.44
436,2024-01-07,CLI-0027,Bebidas,App,RJ,2,10.88,0.37,21.68
437,2024-07-25,CLI-0042,Mercearia,Site,CE,8,,10.72,1462.48
438,2024-06-21,CLI-0188,Bebidas,App,,3,34.78,,100.19
439,2024-07-19,CLI-0200,Frios,,SC,1,70.51,,70.51
440,2024-02-22,CLI-0244,Limpeza,Site,PA,6,115.84,,643.68
441,2024-08-13,CLI-0113,Limpeza,,PA,1,157.82,0.00,157.82
442,2024-04-13,CLI-0127,Frios,Loja,,2,null,,230.59
443,2024-09-30,CLI-0174,Frios,,,1,6.07,,6.07
444,2024-05-11,CLI-0101,Padaria,,SP,5,--,,391.79
445,2024-05-19,CLI-0193,Padaria,sem informacao,MG,2,,0.18,27.07
446,2024-05-16,CLI-0204,Limpeza,Site,RJ,6,138.56,8.80,758.20
447,2024-06-26,CLI-0038,Higiene,Site,,1,32.80,0.00,32.80
448,2024-12-16,CLI-0048,Hortifruti,Site,SP,4,52.98,3.81,203.85
449,2024-06-15,CLI-0183,Limpeza,,,3,90.89,4.42,260.62
450,2024-06-04,CLI-0183,Padaria,Loja,SP,5,27.99,,128.33
451,2024-09-11,CLI-0187,Hortifruti,Site,,2,2.00,--,3.87
452,2024-07-30,CLI-0152,Mercearia,,SP,1,,,208.15
453,2024-08-19,CLI-0247,Bebidas,Loja,RJ,2,5.66,,11.10
454,2024-03-09,CLI-0222,Padaria,Loja,,3,13.60,null,38.89
455,2024-01-31,  CLI-0146 ,Bebidas,,,2,38.62,N/A,76.20
456,2024-03-02,CLI-0046,Frios,,GO,1,37.53,0.55,37.32
457,2024-03-16,CLI-0124,Higiene,Loja,MG,4,5.83,null,22.50
458,2024-07-30,CLI-0021,Limpeza,Loja,AM,12,123.51,18.00,1215.34
459,2024-12-24,  CLI-0045 ,Mercearia,,MA,1,25.48,0.00,25.48
460,2024-02-06,CLI-0078,Mercearia,  Site ,PA,10,,?,52.21
461,10/05/2024,CLI-0155,Limpeza,Loja,,2,21.60,1.98,42.34
462,2024-12-24,CLI-0185,Frios,,PE,4,35.02,4.02,134.45
463,2024-09-12,CLI-0099,Frios,Site,CE,2,157.67,0.49,313.79
464,2024-09-01,CLI-0090,Limpeza,Loja,SP,3,74.30,3.95,214.10
465,2024-07-26,CLI-0151,Limpeza,Loja,SP,5,,5.75,653.39
466,2024-02-27,CLI-0126,Bebidas ,,MG,1,12.87,0.00,12.87
467,2024-08-07,CLI-0097,Higiene,,NULL,1,7.48,0.00,7.48
468,2024-03-20,CLI-0025,Padaria,Site,MG,4,,3.63,25.71
469,2024-10-13,CLI-0208,Hortifruti,NULL,BA,6,1.92,,10.78
470,2024-08-11,CLI-0027 ,Frios,,SP,2,12.51,N/A,2417.00
471,2024-11-03,CLI-0062,bebidas,Loja,MG,1,48.35,1.36,47.69
472,2024-06-21,CLI-0096,Limpeza,Loja,SP,2,12.10,,23.90
473,2024-01-18,CLI-0085,Padaria,Site,N/A,10,16.94,,144.52
474,2024-02-25,CLI-0008,Mercearia,Loja,,6,,6.67,29.29
475,2024-05-31,CLI-0071,Mercearia,App,,1,,0.56,9.87
476,2024-10-16,CLI-0070,Bebidas,Loja,SP,10,87.27,,738.22
477,2024-08-07,CLI-0193,Mercearia,Loja,MG,3,3.76,3.78,10.85
478,2024-06-13,CLI-0166,Mercearia,App,--,1,,?,12.69
479,22/05/2024,CLI-0204,Limpeza ,Loja,,4,,4.36,229.50
480,2024-06-03,CLI-0232,Limpeza,Site,SP,1,6.76,0.00,6.76
481,2024-01-10,CLI-0024,Hortifruti,,SP,3,42.52,2.18,124.78
482,2024-05-20,CLI-0190,Hortifruti,App,RJ,3,62.01,,181.23
483,21/08/2024,CLI-0150,Limpeza,Site,SP,1,48.43,0.63,48.12
484,2024-08-17,CLI-0063,Padaria,Loja,MG,1,1.50,--,1.49
485,2024-10-29,CLI-0206,Limpeza,Loja,MG,6,28.45,7.19,158.43
486,2024-12-14,CLI-0054,Padaria,Televendas,SP,3,58.94,5.03,167.93
487,2024-07-19,CLI-0065,Bebidas,Loja,sem informacao,2,,0.53,58.79
488,2024-04-06,CLI-0221,Bebidas,Loja,NULL,1,19.15,0.30,19.09
489,2024-07-23,CLI-0239,Limpeza,,SP,2,5.73,2.70,11.15
490,2024-07-05,CLI-0079,Limpeza,,SP,1,6.47,1.12,6.40
491,2024-09-12,CLI-0029,Bebidas,Loja,MG,1,75.29,,75.29
492,2024-08-01,CLI-0158,FRIOS,,SP,4,24.49,?,9468.00
493,28/09/2024,CLI-0050,Hortifruti,Site,RJ,5,21.10,,97.15
494,2024-08-23,CLI-0172,Limpeza,Site,sem informacao,1,,1.51,17.92
495,2024-07-31,CLI-0072,Frios,Televendas,PB,1,6.13,0.56,6.10
496,2024-12-06,CLI-0121,Hortifruti,Televendas,,1,11.31,0.01,11.31
497,2024-09-17,CLI-0056,Limpeza,Loja,CE,1,119.67,0.00,119.67
498,23/03/2024,CLI-0101,Bebidas,Site,SC,5,11.75,5.30,55.64
499,2024-07-17,CLI-0185,Padaria,Site,RJ,3,3.62,1.88,10.66
500,2024-03-18,CLI-0204,Mercearia,App,SP,2,126.33,,246.12
501,2024-09-30,CLI-0087,Mercearia,Site,RS,4,99.91,3.43,385.93
502,2024-01-29,CLI-0245,Limpeza,App,--,1,,0.00,9.46
503,03/12/2024,CLI-0202,Bebidas,App,,1,2.52,0.00,2.52
504,2024-11-25,CLI-0026,Padaria,Site,,3,sem informacao,,224.54
505,2024-06-12,CLI-0126,Hortifruti,Loja,null,1,null,0.00,20.37
506,2024-03-26,CLI-0176,Limpeza,Site,,5,4.00,6.62,18.68
507,2024-12-24,CLI-0117,Bebidas,App,MG,4,2.62,4.06,10.05
508,2024-01-14,CLI-0155,Hortifruti,App,SP,2,61.41,0.28,122.48
509,2024-04-08,CLI-0071,Limpeza,,,8,17.94,13.03,124.82
510,2024-03-11,CLI-0137,Bebidas,Loja,GO,3,40.00,,117.68
511,2024-11-08,CLI-0243,Frios,Televendas,PR,1,,1.52,36.15
512,2024-05-29,CLI-0153,Hortifruti,NULL,PB,1,3.25,0.00,3.25
513,2024-10-18,CLI-0201,Bebidas,Loja,N/A,1,NULL,0.00,8.15
514,2024-11-08,CLI-0225,Hortifruti,Site,CE ,2,2.68,2.13,5.25
515,2024-04-14,CLI-0075,Mercearia,Televendas ,PE,1,12.52,0.00,12.52
516,2024-12-28,CLI-0010,Limpeza,NULL,SP,4,82.22,3.71,316.68
517,2024-09-11,CLI-0085,Frios,Loja,,4,6.01,4.96,22.85
518,08/09/2024,CLI-0066,Mercearia,Site,MG,4,,6.18,275.53
519,2024-01-06,CLI-0206,Bebidas,,CE,2,,1.51,22.04
520,2024-08-14,CLI-0020,Mercearia,,SP,10,3.81,16.45,31.83
521,2024-03-30,CLI-0055,Bebidas,Loja,BA,1,73.19,1.17,72.33
522,20/12/2024,CLI-0208,Padaria ,App,PB,2,26.88,NULL,53.48
523,2024-06-06,CLI-0133,Hortifruti,App,,1,8.55,1.20,8.45
524,2024-09-14,CLI-0097,Limpeza,Site,N/A,1,18.00,1.28,17.77
525,15/02/2024,CLI-0201,Mercearia,Loja,,5,,,687.92
526,2024-08-11,CLI-0204,Bebidas,,,1,35.77,,35.77
527,2024-11-05,CLI-0161,Limpeza,Loja,--,6,-,7.74,481.49
528,2024-02-09,cli-0244,Mercearia,?,PE,1,23.23,0.00,23.23
529,26/12/2024,CLI-0219,Higiene,sem informacao,SP,2,16.33,3.37,31.56
530,2024-07-07,CLI-0175,Bebidas,Loja,ES,2,165.86,0.46,330.19
531,28/08/2024,CLI-0239,Mercearia,Loja,SP,1,,1.07,26.65
532,2024-07-06,CLI-0230,Higiene,Televendas,PR,4,,4.30,25.11
533,2024-04-01,CLI-0140,Hortifruti,Loja,,2,,1.69,12.03
534,2024-06-28,CLI-0182,Mercearia,App,RJ,3,43.19,4.64,123.56
535,2024-11-26,CLI-0013 ,Mercearia,,MG,2,12.43,2.91,24.14
536,28/07/2024,CLI-0200,Bebidas,Loja,,3,sem informacao,3.91,33.87
537,2024-03-06,CLI-0071,Frios,Loja,RJ,3,,4.02,70.37
538,2024-03-29,CLI-0063,Bebidas,Site,,2,10.10,2.69,19.66
539,2024-06-30,CLI-0060,Bebidas,Site,MG,4,2.79,5.10,10.59
540,2024-04-15,CLI-0153,Mercearia,?,PE,1,13.76,1.31,13.58
541,2024-01-31,CLI-0167,Bebidas,App,,5,137.24,6.36,642.56
542,2024-10-11,CLI-0117,Bebidas,Loja,SP,1,104.10,1.32,102.73
543,2024-06-13,CLI-0222,Padaria,Loja,NULL,4,,3.13,5.81
544,2024-03-24,CLI-0106,Mercearia,Televendas,MG,5,3.01,7.94,13.86
545,2024-04-28,CLI-0196,Mercearia,App,CE,3,3.00,3.50,8.69
546,2024-01-02,CLI-0190,Bebidas,Loja,,1,,,80.24
547,2024-07-18,CLI-0142,Frios,Loja,MG,8,,12.82,601.19
548,2024-11-19,CLI-0196,Bebidas,Loja,SP,4,2.59,6.61,9.68
549,2024-06-30,CLI-0215,Limpeza,,,1,,0.43,4.05
550,2024-08-19,CLI-0243,Padaria,Loja,RJ,1,,0.00,82.48
551,2024-02-22,CLI-0181,Frios,,CE,3,6.00,4.80,17.14
552,2024-04-03,CLI-0181,Mercearia,App,SP,5,43.30,5.19,205.26
553,2024-09-28,CLI-0097,Bebidas,App,PR,5,?,5.31,643.28
554,02/06/2024,CLI-0233,Padaria,Loja,MA,5,1.81,8.34,8.30
555,2024-05-09,CLI-0071,Limpeza,Loja,BA,1,NULL,,6.04
556,09/06/2024,CLI-0215,Limpeza,,,8,,10.40,431.30
557,2024-03-15,CLI-0074,Hortifruti,Loja,PA,2,18.67,2.73,36.32
558,2024-03-18,CLI-0053,Mercearia,App,SP,3,5.28,4.46,15.13
559,03/01/2024,CLI-0216,Mercearia,Loja,BA,2,26.46,1.75,51.99
560,2024-07-04,CLI-0037,Mercearia,Loja,PA,4,,,11.56
561,27/02/2024,CLI-0142,Frios,,,2,6.19,3.13,11.99
562,2024-11-05,CLI-0073,Limpeza,Site,SP,3,6.00,1.57,17.72
563,2024-06-16,CLI-0118,Bebidas,,SP,2,66.59,2.48,129.88
564,2024-10-25,CLI-0141,Higiene,Loja,SP,2,104.81,2.38,204.63
565,2024-05-17,CLI-0149,Padaria,Loja,SP,1,14.63,1.06,14.47
566,2024-07-11,CLI-0133,Mercearia,Site,CE,10,73.46,,636.02
567,2024-01-15,CLI-0220,Hortifruti,Loja,RS,4,,5.08,87.48
568,2024-09-01,CLI-0005,Padaria,Loja,,2,,3.37,40.74
569,2024-12-22,CLI-0236,Hortifruti,Loja,RS,1,,0.54,41.14
570,2024-03-19,CLI-0007,Padaria,,SP,2,,,2.91
571,2024-03-05,CLI-0031,Bebidas,Site,RJ,1,,0.00,2.53
572,2024-12-16,CLI-0247,Padaria,Loja,sem informacao,2,12.45,,24.85
573,2024-04-17,CLI-0011,Higiene,,GO,2,139.42,2.42,272.09
574,2024-08-15,CLI-0126,Bebidas,,,1,null,0.00,8.94
575,2024-05-19,CLI-0006,Padaria,Loja,NULL,2,3.81,2.28,7.45
576,2024-05-10,CLI-0024,Bebidas,App,SP,4,,5.42,105.44
577,2024-12-04,CLI-0195,Bebidas,loja,PR,5,2.62,,12.43
578,2024-01-20,CLI-0053,Bebidas,App,SP,3,14.46,4.70,41.34
579,06/05/2024,CLI-0172,Frios,Site,RJ,5,133.59,--,627.41
580,2024-09-16,CLI-0195,Padaria,App,GO,1,,,47.33
581,2024-08-04,CLI-0131,Bebidas,Loja,,1,9.91,0.00,9.91
582,2024-01-18,CLI-0027,Bebidas,?,PR,1,,0.82,17.19
583,2024-05-01,CLI-0054,Mercearia,App,SP,1,37.15,,36.53
584,2024-01-09,CLI-0117,Higiene,,SP,5,N/A,5.66,359.86
585,2024-12-25,CLI-0017,Higiene,,RJ,8,4.61,,32.06
586,2024-02-03,CLI-0171,Mercearia,,RJ,1,76.24,1.78,74.88
587,2024-03-29,CLI-0208,Mercearia,Loja,RJ,3,4.22,3.99,12.15
588,2024-03-03,CLI-0100,Hortifruti,Loja,,1,35.35,,35.35
589,2024-08-17,CLI-0130,Hortifruti,Site,,2,18.63,0.50,37.07
590,2024-01-20,CLI-0205,Bebidas,Site,ES,2,149.73,1.90,293.77
591,2024-05-13,CLI-0194,Frios,,MG,1,12.33,0.00,12.33
592,2024-05-09,CLI-0087,Frios,Loja,SP,2,-,1.45,29.96
593,2024-07-23,CLI-0250 ,bebidas,App,SP,2,163.64,,324.53
594,2024-09-21,CLI-0208 ,Higiene,Loja,BA,8,15.73,12.07,110.65
595,2024-10-01,CLI-0115,Mercearia,Loja,PB,2,102.18,1.77,200.74
596,2024-12-10,CLI-0248,Limpeza,Loja,RJ,1,4.52,null,4.47
597,31/10/2024,CLI-0249,Limpeza,App,ES,2,69.70,0.51,138.69
598,2024-12-29,CLI-0145,Limpeza,Loja,BA,1,,0.00,7.25
599,2024-04-30,CLI-0032,Higiene,,SP,1,3.88,0.40,3.86
600,2024-11-21,CLI-0141,Padaria,Site,PB,5,38.99,7.43,180.47
601,07/10/2024,CLI-0156,Higiene,app,SP,8,55.98,13.14,388.99
602,2024-09-11,CLI-0227,Bebidas,null,,1,4.56,0.00,4.56
603,29/08/2024,CLI-0092,Limpeza,,,5,30.91,7.90,142.34
604,2024-10-13,CLI-0250,Padaria,Site,BA,5,87.89,7.69,405.66
605,2024-12-10,CLI-0001,  Bebidas ,,PE,1,6.17,0.52,6.14
606,2024-08-13,CLI-0250,Mercearia,N/A,SC,4,43.07,5.08,163.53
607,2024-01-08,CLI-0056,Higiene,,SP,1,3.87,0.00,3.87
608,2024-08-13,CLI-0041,Bebidas,Site,MG,1,89.50,0.00,89.50
609,2024-03-30,CLI-0211,Limpeza,Loja,SP,8,,,325.72
610,2024-08-14,cli-0231,Bebidas,Site,,3,8.55,4.59,24.47
611,2024-12-28,CLI-0078,Bebidas,App,CE,1,102.01,1.21,100.78
612,2024-02-07,CLI-0113,Limpeza,App,RS,1,4.87,,4.80
613,2024-09-18,CLI-0137,Mercearia,Loja,MG,1,167.89,0.00,167.89
614,2024-02-22,CLI-0165,Bebidas,Loja,,4,,6.63,9.56
615,2024-07-04,CLI-0246,Padaria,-,-,1,45.18,0.00,45.18
616,2024-08-03,CLI-0042,Frios,App,,1,66.81,,66.81
617,2024-03-15,CLI-0022,Mercearia,App,,1,3.00,0.00,3.00
618,2024-04-16,CLI-0095,Higiene,,?,2,sem informacao,,195.80
619,2024-09-23,CLI-0032,Padaria,Site,ES,1,20.44,0.83,20.27
620,2024-02-08,  CLI-0225 ,Mercearia,App,SP,3,112.94,2.60,330.01
621,2024-01-02,CLI-0200,Padaria,App,CE,6,3.30,7.23,18.37
622,2024-01-17,CLI-0202,Limpeza,SITE,,1,4.06,0.87,4.02
623,2024-09-21,CLI-0007,Frios,Site,PB ,1,15.15,0.00,15.15
624,2024-06-30,CLI-0226,Bebidas ,SITE,BA,2,67.83,2.21,132.66
625,2024-07-24,CLI-0232,Limpeza,,SP,1,4.26,1.00,4.22
626,2024-02-15,CLI-0033,Hortifruti,Loja,?,1,8.49,0.00,8.49
627,2024-07-20,CLI-0243,Limpeza,Site,RJ,1,,0.00,4.77
628,15/05/2024,CLI-0227,Mercearia ,Loja,RS,1,,0.73,2.98
629,2024-09-17,CLI-0211,Limpeza,Loja,PR,5,4.39,7.83,20.23
630,2024-04-17,CLI-0048,Bebidas,Site,go,2,3.34,1.58,6.57
631,2024-05-24,  CLI-0202 ,Padaria,Site,PE,1,6.64,0.00,6.64
632,20/01/2024,CLI-0101,Bebidas,Site,,1,47.69,0.00,47.69
633,03/08/2024,CLI-0245,Higiene,Loja,SP,2,,,168.01
634,2024-06-23,CLI-0190,Frios,Site,,2,6.00,,11.92
635,2024-12-19,CLI-0232,Bebidas,Televendas,PR,6,,9.68,46.01
636,2024-05-05,CLI-0241,Bebidas,App,ba,1,127.28,1.03,125.97
637,2024-09-16,CLI-0194,Frios,Loja,PR,3,6.55,4.84,18.70
638,18/11/2024,CLI-0149,Mercearia,Site,,1,3.08,0.10,3.08
639,2024-12-29,CLI-0124,Limpeza,Loja,,2,55.41,0.21,110.59
640,2024-08-19,CLI-0211 ,Frios,Site,SP,2,,2.77,33.33
641,2024-08-08,CLI-0069,Bebidas,App,SP,10,10.00,,87.03
642,2024-05-27,CLI-0075,Mercearia,App,RJ,1,19.35,0.58,19.24
643,2024-06-11,CLI-0162,Mercearia,App,MG,3,5.06,4.39,14.51
644,2024-11-20,CLI-0121,Limpeza,Loja,MG,1,35.92,,35.91
645,2024-10-14,CLI-0034,Limpeza,,PE,2,141.76,1.53,279.18
646,2024-11-17,CLI-0169,Padaria,App,,2,30.60,,60.82
647,2024-09-29,CLI-0017,Bebidas,NULL,SP,1,3.23,1.44,3.18
648,2024-10-16,CLI-0187,Frios,Site,RJ,2,53.39,1.53,105.15
649,2024-01-03,CLI-0013,Padaria,Site,MG,2,18.33,2.50,35.74
650,2024-09-12,CLI-0249,Higiene,,RS,1,3.50,,3.47
651,2024-12-02,CLI-0205,Mercearia,,,1,228.99,0.00,228.99
652,2024-07-26,  CLI-0226 ,LIMPEZA,Site,SP,3,,2.15,307.23
653,2024-08-26,CLI-0224,Mercearia,,RJ,3,38.89,4.38,111.56
654,2024-05-27,CLI-0154,Limpeza,Loja ,BA,1,,0.00,98.73
655,2024-06-30,CLI-0022,Frios,Site,,1,25.21,0.07,25.19
656,2024-10-17,CLI-0249,Padaria ,App,SP,2,null,2.48,3.00
657,07/09/2024,  CLI-0060 ,Limpeza,,PB,2,4.00,0.76,7.94
658,2024-09-15,CLI-0211,Padaria,Site,CE,3,,3.74,9.93
659,2024-12-19,CLI-0072,Frios,Loja,SC,2,168.90,2.48,329.42
660,2024-12-14,CLI-0099,Mercearia,App,RJ,3,185.56,1.92,545.99
661,2024-01-08,CLI-0043,Mercearia,Loja,PR,1,,0.00,11.76
662,2024-06-19,CLI-0060,Frios ,Site,SP,3,76.59,,221.82
663,2024-07-23,CLI-0141,Bebidas,Site,,2,29.06,1.39,57.31
664,2024-11-27,CLI-0142,Bebidas,Loja,SP,2,NULL,0.67,4.99
665,2024-06-17,CLI-0056,Limpeza,App,SP,3,4.01,2.58,11.72
666,2024-09-10,CLI-0165,Mercearia,Loja,RS,1,3.07,0.00,3.07
667,2024-03-14,CLI-0182,Mercearia,APP,MG,3,27.12,,78.55
668,2024-10-23,CLI-0030,Limpeza,App,rs,2,72.31,1.78,142.05
669,2024-01-07,CLI-0081,Mercearia,Site,GO,1,21.55,0.48,21.45
670,2024-01-15,CLI-0180,Hortifruti,Loja,SP,1,,,17.10
671,2024-11-22,CLI-0106,Frios,APP,,4,11.05,4.18,42.35
672,2024-05-16,CLI-0060,  Mercearia ,-,SP,2,,1.85,6.30
673,2024-02-14,CLI-0163,Higiene,Loja,RS,2,22.80,2.79,44.33
674,2024-08-11,CLI-0141,Higiene,Site ,,6,,9.46,19.23
675,2024-10-20,CLI-0033,Limpeza,,PB,1,4.12,0.00,4.12
676,2024-02-12,CLI-0151,Frios,Loja,ES,3,57.42,3.78,165.75
677,2024-01-21,CLI-0173,Frios,Site,null,4,null,5.51,408.84
678,2024-10-30,CLI-0228,Bebidas,Loja,RJ,2,4.94,2.10,9.67
679,2024-02-12,CLI-0233,Higiene,Site,,1,11.31,,11.31
680,2024-11-27,CLI-0055,Limpeza,Loja,SP,4,4.11,4.83,15.65
681,2024-12-23,CLI-0139,Bebidas,Site,ES,3,62.77,2.01,184.52
682,2024-09-02,CLI-0222,Higiene,Site,-,1,118.91,0.00,118.91
683,2024-09-02,CLI-0085,Mercearia,Site,PB,2,143.71,2.02,281.61
684,2024-03-28,CLI-0189,Bebidas,App,,1,,1.44,49.18
685,2024-11-09,CLI-0194,hortifruti,App,MG,3,3.97,4.42,11.38
686,2024-05-24,CLI-0046,Higiene,Loja,?,2,,,94.69
687,2024-09-04,CLI-0236,Mercearia,,BA,1,165.01,0.00,165.01
688,2024-08-22,CLI-0097,BEBIDAS,Loja,RJ,2,2.50,1.98,4.90
689,2024-02-19,CLI-0017,Frios,,,4,27.58,4.05,105.85
690,2024-04-10,CLI-0037,Limpeza,Loja,BA,8,54.86,,391.44
